name,salary,year
Lamar Odom,"$1,448,490",2015
Jared Sullinger,"$1,424,520",2015
Mitch McGary,"$1,400,040",2015
Mason Plumlee,"$1,357,080",2015
Melvin Ely,"$1,316,809",2015
Josh Powell,"$1,310,286",2015
Solomon Hill,"$1,302,840",2015
Alan Anderson,"$1,276,061",2015
Hasheem Thabeet,"$1,250,000",2015
Shabazz Napier,"$1,238,640",2015
Emeka Okafor,"$2,445,085",2019
Tyus Jones,"$2,444,053",2019
T.J. Leaf,"$2,407,560",2019
Lonnie Walker IV,"$2,357,160",2019
Denzel Valentine,"$2,280,600",2019
Kevin Huerter,"$2,250,960",2019
Harry Giles III,"$2,207,040",2019
Juancho Hernangomez,"$2,166,360",2019
Raul Neto,"$2,150,000",2019
Grayson Allen,"$2,074,320",2019
O.G. Anunoby,"$2,034,120",2019
Corey Brewer,"$2,000,000",2019
Chandler Hutchison,"$1,990,520",2019
Shabazz Napier,"$1,942,422",2019
Tyler Lydon,"$1,874,640",2019
DeAndre Liggins,"$1,795,015",2019
Moritz Wagner,"$1,762,080",2019
Nerlens Noel,"$1,757,429",2019
Furkan Korkmaz,"$1,740,000",2019
Caris LeVert,"$1,702,800",2019
Kendrick Perkins,"$2,445,085",2019
Jarell Martin,"$2,416,222",2019
Wayne Ellington,"$2,383,076",2019
John Collins,"$2,299,080",2019
Larry Nance Jr.,"$2,272,391",2019
Brandon Jennings,"$2,222,803",2019
Darius Miller,"$2,205,000",2019
Josh Okogie,"$2,160,720",2019
Terrance Ferguson,"$2,118,840",2019
Sean Kilpatrick,"$2,054,856",2019
Jarrett Allen,"$2,034,120",2019
Torrey Craig,"$2,000,000",2019
Ante Zizic,"$1,952,760",2019
Aaron Holiday,"$1,911,960",2019
Trey Burke,"$1,795,015",2019
Malik Beasley,"$1,773,840",2019
Anfernee Simons,"$1,760,520",2019
Caleb Swanigan,"$1,740,000",2019
Landry Shamet,"$1,703,649",2019
Jonah Bolden,"$1,690,000",2019
Jordan McLaughlin,"$2,000,000",2022
Santi Aldama,"$1,994,520",2022
Jontay Porter,"$1,950,000",2022
PJ Dozier,"$1,910,860",2022
Killian Tillie,"$1,901,625",2022
Wes Iwundu,"$1,824,003",2022
Mitchell Robinson,"$1,802,057",2022
Didi Louzada,"$1,786,878",2022
Cody Martin,"$1,782,621",2022
Luguentz Dort,"$1,782,621",2022
KZ Okpala,"$1,782,621",2022
Naz Reid,"$1,782,621",2022
Eric Paschall,"$1,782,621",2022
Caleb Martin,"$1,782,621",2022
Yogi Ferrell,"$1,782,621",2022
Bruno Fernando,"$1,782,621",2022
Carsen Edwards,"$1,782,621",2022
Dean Wade,"$1,782,621",2022
Chimezie Metu,"$1,762,796",2022
Yuta Watanabe,"$1,762,796",2022
Garrison Mathews,"$2,000,000",2022
Damian Jones,"$1,977,011",2022
Denzel Valentine,"$1,939,350",2022
Damion Lee,"$1,910,860",2022
Shake Milton,"$1,846,738",2022
Dwayne Bacon,"$1,824,003",2022
Jalen Brunson,"$1,802,057",2022
Jalen McDaniels,"$1,782,621",2022
Daniel Gafford,"$1,782,621",2022
Isaiah Roby,"$1,782,621",2022
Nic Claxton,"$1,782,621",2022
Jaylen Nowell,"$1,782,621",2022
Mychal Mulder,"$1,782,621",2022
Terance Mann,"$1,782,621",2022
Kevin Porter Jr.,"$1,782,621",2022
Alen Smailagic,"$1,782,621",2022
Vlatko Cancar,"$1,782,621",2022
Miye Oni,"$1,782,621",2022
Drew Eubanks,"$1,762,796",2022
Khyri Thomas,"$1,762,796",2022
Troy Daniels,"$3,332,940",2017
Emmanuel Mudiay,"$3,241,800",2017
Jamal Murray,"$3,210,840",2017
Steven Adams,"$3,140,517",2017
Shabazz Muhammad,"$3,046,299",2017
Tibor Pleiss,"$3,000,000",2017
Nik Stauskas,"$2,993,040",2017
Abdel Nader,"$1,752,950",2021
Mario Hezonja,"$1,737,145",2021
Kevin Porter Jr.,"$1,717,981",2021
Thanasis Antetokounmpo,"$1,701,593",2021
Jonah Bolden,"$1,698,450",2021
Dwayne Bacon,"$1,678,854",2021
Isaac Bonga,"$1,663,861",2021
Keita Bates-Diop,"$1,663,861",2021
Jalen Brunson,"$1,663,861",2021
Duncan Robinson,"$1,663,861",2021
Stanley Johnson,"$2,969,880",2017
Mindaugas Kuzminskas,"$2,898,000",2017
Dewayne Dedmon,"$2,898,000",2017
Zaza Pachulia,"$2,898,000",2017
Nene Hilario,"$2,898,000",2017
Noah Vonleh,"$2,751,360",2017
Dennis Schroder,"$2,708,582",2017
Aaron Brooks,"$2,700,000",2017
Justise Winslow,"$2,593,440",2017
Randy Foye,"$2,500,000",2017
Malcolm Delaney,"$2,500,000",2017
Myles Turner,"$2,463,840",2017
Shelvin Mack,"$2,433,334",2017
Julius Randle,"$3,267,120",2017
CJ McCollum,"$3,219,579",2017
Michael Carter-Williams,"$3,183,526",2017
Kelly Olynyk,"$3,094,014",2017
Justin Hamilton,"$3,000,000",2017
Hamidou Diallo,"$1,663,861",2021
Jarred Vanderbilt,"$1,663,361",2021
MarShon Brooks,"$1,656,092",2021
Isaiah Taylor,"$1,620,564",2021
Tyler Johnson,"$1,620,564",2021
Glenn Robinson III,"$1,620,564",2021
Matthew Dellavedova,"$1,620,564",2021
Drew Eubanks,"$1,620,564",2021
E'Twaun Moore,"$1,620,564",2021
Solomon Hill,"$1,620,564",2021
Semi Ojeleye,"$1,752,950",2021
DeAndre' Bembry,"$1,737,145",2021
Shake Milton,"$1,701,593",2021
Brandon Goodwin,"$1,701,593",2021
Wes Iwundu,"$1,678,854",2021
Dragan Bender,"$1,678,854",2021
Gary Trent Jr.,"$1,663,861",2021
Mitchell Robinson,"$1,663,861",2021
Svi Mykhailiuk,"$1,663,861",2021
Kendrick Nunn,"$1,663,861",2021
Giannis Antetokounmpo,"$2,995,421",2017
Dante Cunningham,"$2,978,250",2017
Marquese Chriss,"$2,941,440",2017
Seth Curry,"$2,898,000",2017
Dion Waiters,"$2,898,000",2017
James Ennis III,"$2,898,000",2017
Tomas Satoransky,"$2,870,813",2017
Frank Kaminsky,"$2,730,000",2017
Jakob Poeltl,"$2,703,960",2017
Elfrid Payton,"$2,613,600",2017
Thon Maker,"$2,568,600",2017
Richard Jefferson,"$2,500,000",2017
Doug McDermott,"$2,483,040",2017
Domantas Sabonis,"$2,440,200",2017
Tony Snell,"$2,368,327",2017
Bruce Brown,"$1,663,861",2021
Julyan Stone,"$1,656,092",2021
Isaiah Thomas,"$1,620,564",2021
Hassan Whiteside,"$1,620,564",2021
Tyler Lydon,"$1,620,564",2021
Quinn Cook,"$1,620,564",2021
Kent Bazemore,"$1,620,564",2021
Torrey Craig,"$1,620,564",2021
Isaiah Hartenstein,"$1,620,564",2021
Josh Gray,"$1,620,564",2021
Ryan Kelly,"$1,577,230",2018
Malachi Richardson,"$1,569,360",2018
Pascal Siakam,"$1,544,951",2018
Trey Burke,"$1,544,951",2018
Quinn Cook,"$1,544,951",2018
Willy Hernangomez,"$1,544,951",2018
Mitch McGary,"$1,526,040",2018
Jerami Grant,"$1,524,305",2018
Tyler Ennis,"$1,524,305",2018
Marcelinho Huertas,"$1,500,000",2018
Omri Casspi,"$1,471,382",2018
Raymond Felton,"$1,471,382",2018
Josh Huestis,"$1,471,382",2018
Montrezl Harrell,"$1,471,382",2018
Damjan Rudez,"$1,471,382",2018
Axel Toupane,"$1,471,382",2018
Mario Chalmers,"$1,471,382",2018
Damien Wilkins,"$1,471,382",2018
Kevon Looney,"$1,471,382",2018
David West,"$1,471,382",2018
Jeff Withey,"$1,577,230",2018
Caron Butler,"$1,551,659",2018
Isaiah Taylor,"$1,544,951",2018
Troy Williams,"$1,544,951",2018
Rodney McGruder,"$1,544,951",2018
Malcolm Brogdon,"$1,544,951",2018
Joffrey Lauvergne,"$1,524,305",2018
Johnny O'Bryant III,"$1,524,305",2018
Elijah Millsap,"$1,524,305",2018
Tyus Jones,"$1,471,382",2018
KJ McDaniels,"$1,471,382",2018
Nick Collison,"$1,471,382",2018
Anthony Morrow,"$1,471,382",2018
Kris Humphries,"$1,471,382",2018
Aaron Brooks,"$1,471,382",2018
Pat Connaughton,"$1,471,382",2018
Rakeem Christmas,"$1,471,382",2018
Luc Mbah a Moute,"$1,471,382",2018
Andrew Bogut,"$1,471,382",2018
Chris McCullough,"$1,471,382",2018
Luka Samanic,"$2,689,920",2020
Kevin Huerter,"$2,636,280",2020
Marko Guduric,"$2,625,000",2020
Matisse Thybulle,"$2,582,160",2020
Wesley Matthews,"$2,564,753",2020
Nene Hilario,"$2,564,753",2020
Vincent Poirier,"$2,505,793",2020
Rondae Hollis-Jefferson,"$2,500,000",2020
Terrance Ferguson,"$2,475,840",2020
Kendrick Perkins,"$2,445,085",2020
Grant Williams,"$2,379,840",2020
Pascal Siakam,"$2,351,839",2020
Chandler Hutchison,"$2,332,320",2020
Dejounte Murray,"$2,321,735",2020
Darius Bazley,"$2,284,800",2020
Ante Zizic,"$2,281,800",2020
Brandon Jennings,"$2,222,803",2020
Willie Cauley-Stein,"$2,177,483",2020
Austin Rivers,"$2,147,317",2020
Moritz Wagner,"$2,063,520",2020
John Collins,"$2,686,560",2020
Caris LeVert,"$2,625,718",2020
DeAndre' Bembry,"$2,603,982",2020
Harry Giles III,"$2,578,800",2020
Rajon Rondo,"$2,564,753",2020
Josh Okogie,"$2,530,680",2020
Manu Ginobili,"$2,500,000",2020
Brandon Clarke,"$2,478,840",2020
Emeka Okafor,"$2,445,085",2020
Grayson Allen,"$2,429,400",2020
Jarrett Allen,"$2,376,840",2020
Skal Labissiere,"$2,338,847",2020
Aaron Holiday,"$2,329,200",2020
Damian Jones,"$2,305,057",2020
O.G. Anunoby,"$2,281,800",2020
Luke Kornet,"$2,250,000",2020
Ty Jerome,"$2,193,480",2020
Anfernee Simons,"$2,149,560",2020
Nassir Little,"$2,105,520",2020
Sean Kilpatrick,"$2,054,856",2020
Keita Bates-Diop,"$1,729,217",2022
Svi Mykhailiuk,"$1,729,217",2022
Charlie Brown Jr.,"$1,701,593",2022
Oshae Brissett,"$1,701,593",2022
Kelan Martin,"$1,701,593",2022
Herbert Jones,"$1,700,000",2022
Sam Dekker,"$1,669,178",2022
Jarrell Brantley,"$1,669,178",2022
Malik Monk,"$1,669,178",2022
Gary Payton II,"$1,669,178",2022
Timothe Luwawu-Cabarrot,"$1,669,178",2022
Paul Millsap,"$1,669,178",2022
Isaiah Hartenstein,"$1,669,178",2022
Markieff Morris,"$1,669,178",2022
Austin Rivers,"$1,669,178",2022
Max Strus,"$1,669,178",2022
Dewayne Dedmon,"$1,669,178",2022
Udonis Haslem,"$1,669,178",2022
Wayne Ellington,"$1,669,178",2022
Dwight Howard,"$1,669,178",2022
Moritz Wagner,"$1,729,217",2022
Paul Watson,"$1,701,593",2022
Juan Toscano-Anderson,"$1,701,593",2022
Tyler Cook,"$1,701,593",2022
Mfiondu Kabengele,"$1,701,593",2022
Isaac Bonga,"$1,669,178",2022
Otto Porter Jr.,"$1,669,178",2022
Hassan Whiteside,"$1,669,178",2022
Kent Bazemore,"$1,669,178",2022
Ben McLemore,"$1,669,178",2022
Elfrid Payton,"$1,669,178",2022
E'Twaun Moore,"$1,669,178",2022
Solomon Hill,"$1,669,178",2022
LaMarcus Aldridge,"$1,669,178",2022
Thanasis Antetokounmpo,"$1,669,178",2022
Gabe Vincent,"$1,669,178",2022
Victor Oladipo,"$1,669,178",2022
Avery Bradley,"$1,669,178",2022
Trevor Ariza,"$1,669,178",2022
Carmelo Anthony,"$1,669,178",2022
Gorgui Dieng,"$2,348,783",2017
Mason Plumlee,"$2,328,530",2017
Taurean Prince,"$2,318,280",2017
Reggie Bullock,"$2,255,644",2017
Devin Booker,"$2,223,600",2017
Georgios Papagiannis,"$2,202,240",2017
Andre Roberson,"$2,183,072",2017
T.J. Warren,"$2,128,920",2017
Cameron Payne,"$2,112,480",2017
Tim Frazier,"$2,090,000",2017
Adreian Payne,"$2,022,240",2017
Juancho Hernangomez,"$1,987,440",2017
Jusuf Nurkic,"$1,921,320",2017
James Young,"$1,825,200",2017
Kevin Seraphin,"$1,800,000",2017
Quincy Acy,"$1,790,092",2017
Sam Dekker,"$1,720,560",2017
Henry Ellenson,"$1,704,120",2017
Jerian Grant,"$1,643,040",2017
Bruno Caboclo,"$1,589,640",2017
Trey Lyles,"$2,340,600",2017
Dario Saric,"$2,318,280",2017
Tim Hardaway Jr.,"$2,281,605",2017
Zach LaVine,"$2,240,880",2017
Luc Mbah a Moute,"$2,203,000",2017
Mo Williams,"$2,194,500",2017
Joe Ingles,"$2,150,000",2017
Rudy Gobert,"$2,121,288",2017
Denzel Valentine,"$2,092,200",2017
Kendall Marshall,"$2,048,257",2017
Kelly Oubre Jr.,"$2,006,640",2017
Lucas Nogueira,"$1,921,320",2017
Terry Rozier,"$1,906,440",2017
Rashad Vaughn,"$1,811,040",2017
Wade Baldwin IV,"$1,793,760",2017
Tyler Ennis,"$1,733,880",2017
Joffrey Lauvergne,"$1,709,719",2017
Gary Harris,"$1,655,880",2017
Malik Beasley,"$1,627,320",2017
Delon Wright,"$1,577,280",2017
Markieff Morris,"$1,620,564",2021
Udonis Haslem,"$1,620,564",2021
Sterling Brown,"$1,620,564",2021
Wayne Ellington,"$1,620,564",2021
Dwight Howard,"$1,620,564",2021
Harry Giles III,"$1,620,564",2021
Nicolas Batum,"$1,620,564",2021
Langston Galloway,"$1,620,564",2021
Gerald Green,"$1,620,564",2021
J.J. Barea,"$1,620,564",2021
Jarell Martin,"$1,620,564",2021
Willy Hernangomez,"$1,620,564",2021
Frank Kaminsky,"$1,620,564",2021
Dwight Buycks,"$1,600,520",2021
Antonio Blakeney,"$1,588,231",2021
Malachi Richardson,"$1,569,360",2021
Chinanu Onuaku,"$1,544,951",2021
Isaiah Whitehead,"$1,544,951",2021
Jalen McDaniels,"$1,517,981",2021
Dewan Hernandez,"$1,517,981",2021
Wilson Chandler,"$1,620,564",2021
Wenyen Gabriel,"$1,620,564",2021
Shaquille Harrison,"$1,620,564",2021
Jared Dudley,"$1,620,564",2021
Carmelo Anthony,"$1,620,564",2021
Reggie Jackson,"$1,620,564",2021
JaKarr Sampson,"$1,620,564",2021
Ryan Anderson,"$1,620,564",2021
Jeff Green,"$1,620,564",2021
Thon Maker,"$1,620,564",2021
Raul Neto,"$1,620,564",2021
Joe Johnson,"$1,620,564",2021
Vince Carter,"$1,620,564",2021
Monte Morris,"$1,588,231",2021
Tyrone Wallace,"$1,588,231",2021
Georgios Papagiannis,"$1,544,951",2021
Wade Baldwin IV,"$1,544,951",2021
Paul Zipser,"$1,544,951",2021
Cody Martin,"$1,517,981",2021
Daniel Gafford,"$1,517,981",2021
Andre Roberson,"$1,210,800",2016
Boban Marjanovic,"$1,200,000",2016
Reggie Williams,"$1,185,784",2016
Jordan Mickey,"$1,170,960",2016
Archie Goodwin,"$1,160,160",2016
Larry Nance Jr.,"$1,155,600",2016
Damjan Rudez,"$1,149,500",2016
Matthew Dellavedova,"$1,147,276",2016
Josh Huestis,"$1,140,240",2016
Kevon Looney,"$1,131,960",2016
Luke Babbitt,"$1,100,602",2016
Garrett Temple,"$1,100,602",2016
Cole Aldrich,"$1,100,602",2016
Richaun Holmes,"$1,074,169",2016
James Anderson,"$1,015,421",2016
Lester Hudson,"$1,015,421",2016
Jordan Hamilton,"$1,015,421",2016
Joe Young,"$1,007,026",2016
Kris Humphries,"$1,000,000",2016
Edy Tavares,"$1,000,000",2016
P.J. Hairston,"$1,201,440",2016
Earl Clark,"$1,185,784",2016
Rudy Gobert,"$1,175,880",2016
Toney Douglas,"$1,164,858",2016
CJ Wilcox,"$1,159,680",2016
Chris Copeland,"$1,150,000",2016
RJ Hunter,"$1,148,640",2016
Kyle Anderson,"$1,142,880",2016
Chris McCullough,"$1,140,240",2016
Wesley Johnson,"$1,100,602",2016
Henry Walker,"$1,100,602",2016
Jeremy Evans,"$1,100,602",2016
Glenn Robinson III,"$1,100,000",2016
Jon Leuer,"$1,035,000",2016
E'Twaun Moore,"$1,015,421",2016
Joey Dorsey,"$1,015,421",2016
Rakeem Christmas,"$1,007,026",2016
Montrezl Harrell,"$1,000,000",2016
Robert Covington,"$1,000,000",2016
Hassan Whiteside,"$981,348",2016
Shawne Williams,"$1,227,985",2015
Shavlik Randolph,"$1,227,985",2015
Reggie Bullock,"$1,200,720",2015
Miles Plumlee,"$1,169,880",2015
P.J. Hairston,"$1,149,720",2015
Cartier Martin,"$1,145,685",2015
Perry Jones,"$1,129,200",2015
Marquis Teague,"$1,120,920",2015
Archie Goodwin,"$1,112,280",2015
Nemanja Nedovic,"$1,104,240",2015
Kyle Anderson,"$1,093,680",2015
Xavier Henry,"$1,082,000",2015
Luke Babbitt,"$981,084",2015
Garrett Temple,"$981,084",2015
Al-Farouq Aminu,"$981,084",2015
Josh Harrellson,"$948,163",2015
Greg Smith,"$948,163",2015
Donald Sloan,"$948,163",2015
Jeffery Taylor,"$915,243",2015
Jannero Pargo,"$915,243",2015
Aaron Gray,"$1,227,985",2015
Tony Wroten,"$1,210,080",2015
Clint Capela,"$1,189,200",2015
Andre Roberson,"$1,160,880",2015
Hilton Armstrong,"$1,145,685",2015
Arnett Moultrie,"$1,136,160",2015
Rudy Gobert,"$1,127,400",2015
Festus Ezeli,"$1,112,880",2015
CJ Wilcox,"$1,109,760",2015
Damjan Rudez,"$1,100,000",2015
Kyle Singler,"$1,090,000",2015
Robert Covington,"$1,000,000",2015
Ed Davis,"$981,084",2015
Alexis Ajinca,"$981,084",2015
Jon Leuer,"$967,500",2015
E'Twaun Moore,"$948,163",2015
Jeremy Tyler,"$948,163",2015
Joey Dorsey,"$948,163",2015
Jason Maxiell,"$915,243",2015
Omri Casspi,"$915,243",2015
Kyle Kuzma,"$1,689,840",2019
Derrick White,"$1,667,160",2019
Julyan Stone,"$1,656,092",2019
Josh Hart,"$1,655,160",2019
Jacob Evans,"$1,644,240",2019
DeAndre' Bembry,"$1,634,640",2019
James Ennis III,"$1,621,415",2019
Luke Kornet,"$1,619,260",2019
Richaun Holmes,"$1,600,520",2019
Dwight Buycks,"$1,600,520",2019
Jahlil Okafor,"$1,567,707",2019
Quinn Cook,"$1,544,951",2019
Chinanu Onuaku,"$1,544,951",2019
Skal Labissiere,"$1,544,951",2019
Ivica Zubac,"$1,544,951",2019
Andrew Harrison,"$1,544,951",2019
Rodney McGruder,"$1,544,951",2019
Paul Zipser,"$1,544,951",2019
Willy Hernangomez,"$1,544,951",2019
Malcolm Brogdon,"$1,544,951",2019
Tony Bradley,"$1,679,520",2019
Spencer Dinwiddie,"$1,656,092",2019
MarShon Brooks,"$1,656,092",2019
Robert Williams III,"$1,654,440",2019
Pat Connaughton,"$1,641,000",2019
Dzanan Musa,"$1,632,240",2019
Omari Spellman,"$1,620,480",2019
Rodions Kurucs,"$1,618,320",2019
T.J. McConnell,"$1,600,520",2019
Malachi Richardson,"$1,569,360",2019
Pascal Siakam,"$1,544,951",2019
Georgios Papagiannis,"$1,544,951",2019
Timothe Luwawu-Cabarrot,"$1,544,951",2019
Damian Jones,"$1,544,951",2019
Wade Baldwin IV,"$1,544,951",2019
Cheick Diallo,"$1,544,951",2019
Dorian Finney-Smith,"$1,544,951",2019
Wayne Selden,"$1,544,951",2019
Jake Layman,"$1,544,951",2019
Dejounte Murray,"$1,544,951",2019
Dylan Windler,"$2,035,800",2020
Mike Muscala,"$2,028,594",2020
Torrey Craig,"$2,000,000",2020
Noah Vonleh,"$2,000,000",2020
Mfiondu Kabengele,"$1,977,000",2020
Jordan Poole,"$1,964,760",2020
Keldon Johnson,"$1,950,600",2020
Robert Williams III,"$1,937,520",2020
Dzanan Musa,"$1,911,600",2020
James Ennis III,"$1,882,867",2020
Bruno Caboclo,"$1,845,301",2020
Markieff Morris,"$1,750,000",2020
Cameron Payne,"$1,737,145",2020
Jahlil Okafor,"$1,702,486",2020
Jonah Bolden,"$1,698,450",2020
Cheick Diallo,"$1,678,854",2020
Julyan Stone,"$1,656,092",2020
Josh Hart,"$1,655,160",2020
Treveon Graham,"$1,645,357",2020
Christian Wood,"$1,645,357",2020
Caleb Swanigan,"$2,033,160",2020
Ben McLemore,"$2,028,594",2020
Edmond Sumner,"$2,000,000",2020
Landry Shamet,"$1,995,120",2020
Kyle Kuzma,"$1,974,600",2020
Tony Bradley,"$1,962,360",2020
Derrick White,"$1,948,080",2020
Jacob Evans,"$1,925,880",2020
Omari Spellman,"$1,897,800",2020
Shabazz Napier,"$1,845,301",2020
DeAndre Liggins,"$1,795,015",2020
Mario Hezonja,"$1,737,145",2020
Pat Connaughton,"$1,723,050",2020
Rodions Kurucs,"$1,699,236",2020
Dragan Bender,"$1,678,854",2020
Willy Hernangomez,"$1,676,735",2020
MarShon Brooks,"$1,656,092",2020
Georges Niang,"$1,645,357",2020
Jordan McRae,"$1,645,357",2020
Derrick Jones Jr.,"$1,645,357",2020
Beno Udrih,"$1,471,382",2018
Donald Sloan,"$1,471,382",2018
Salah Mejri,"$1,471,382",2018
JaVale McGee,"$1,471,382",2018
Raul Neto,"$1,471,382",2018
Tony Allen,"$1,471,382",2018
Perry Jones,"$1,471,382",2018
Caleb Swanigan,"$1,465,920",2018
Richard Jefferson,"$1,454,756",2018
Tony Bradley,"$1,414,920",2018
Josh Hart,"$1,394,520",2018
Josh Smith,"$1,379,940",2018
Jaylen Morris,"$1,378,242",2018
Damyean Dotson,"$1,378,242",2018
Dwayne Bacon,"$1,378,242",2018
Tyler Dorsey,"$1,378,242",2018
Alfonzo McKinnie,"$1,378,242",2018
Alex Poythress,"$1,378,242",2018
Sasha Kaun,"$1,333,240",2018
Patrick McCaw,"$1,312,611",2018
Nikola Jokic,"$1,471,382",2018
Josh Childress,"$1,471,382",2018
Maalik Wayns,"$1,471,382",2018
Jarell Martin,"$1,471,382",2018
Willie Reed,"$1,471,382",2018
Ian Clark,"$1,471,382",2018
Jeremy Evans,"$1,471,382",2018
Jordan Adams,"$1,465,080",2018
Kyle Kuzma,"$1,423,560",2018
Derrick White,"$1,404,600",2018
Timothe Luwawu-Cabarrot,"$1,386,600",2018
Khem Birch,"$1,378,242",2018
Wes Iwundu,"$1,378,242",2018
Rodney Purvis,"$1,378,242",2018
Sterling Brown,"$1,378,242",2018
Jordan Bell,"$1,378,242",2018
Ike Anigbogu,"$1,378,242",2018
Guillermo Hernangomez,"$1,350,000",2018
Brice Johnson,"$1,331,160",2018
Kyle Wiltjer,"$1,312,611",2018
Anzejs Pasecniks,"$1,517,981",2021
Nigel Williams-Goss,"$1,517,981",2021
Isaiah Roby,"$1,517,981",2021
Terence Davis,"$1,517,981",2021
Nic Claxton,"$1,517,981",2021
Jaylen Nowell,"$1,517,981",2021
Jalen Lecque,"$1,517,981",2021
Mychal Mulder,"$1,517,981",2021
Ky Bowman,"$1,517,981",2021
Terance Mann,"$1,517,981",2021
Alen Smailagic,"$1,517,981",2021
Vlatko Cancar,"$1,517,981",2021
Matt Thomas,"$1,517,981",2021
Miye Oni,"$1,517,981",2021
Chris Silva,"$1,517,981",2021
Omri Casspi,"$1,512,601",2021
Dwyane Wade,"$1,512,601",2021
Paul Watson,"$1,445,697",2021
Jae'Sean Tate,"$1,445,697",2021
Zylan Cheatham,"$1,445,697",2021
Talen Horton-Tucker,"$1,517,981",2021
Luguentz Dort,"$1,517,981",2021
KZ Okpala,"$1,517,981",2021
Admiral Schofield,"$1,517,981",2021
Naz Reid,"$1,517,981",2021
Eric Paschall,"$1,517,981",2021
Rayjon Tucker,"$1,517,981",2021
Caleb Martin,"$1,517,981",2021
Juwan Morgan,"$1,517,981",2021
Bruno Fernando,"$1,517,981",2021
Carsen Edwards,"$1,517,981",2021
Dean Wade,"$1,517,981",2021
Javonte Green,"$1,517,981",2021
Justin James,"$1,517,981",2021
Chris Clemons,"$1,517,981",2021
Isaiah Canaan,"$1,512,601",2021
Robert Woodard II,"$1,500,000",2021
DaQuan Jeffries,"$1,445,697",2021
Theo Pinson,"$1,445,697",2021
Kelan Martin,"$1,445,697",2021
Semi Ojeleye,"$1,669,178",2022
James Johnson,"$1,669,178",2022
Andre Iguodala,"$1,669,178",2022
Frank Ntilikina,"$1,669,178",2022
Kevin Pangos,"$1,669,178",2022
Rajon Rondo,"$1,669,178",2022
Matt Thomas,"$1,669,178",2022
Andre Drummond,"$1,669,178",2022
Jabari Parker,"$1,669,178",2022
Blake Griffin,"$1,669,178",2022
Nick Richards,"$1,517,981",2022
Xavier Tillman,"$1,517,981",2022
Vernon Carey Jr.,"$1,517,981",2022
Anthony Gill,"$1,517,981",2022
Isaiah Joe,"$1,517,981",2022
Jahmi'us Ramsey,"$1,517,981",2022
Elijah Hughes,"$1,517,981",2022
CJ Elleby,"$1,517,981",2022
Elijah Bryant,"$1,517,981",2022
Kenyon Martin Jr.,"$1,517,981",2022
Rodney Hood,"$1,669,178",2022
Nemanja Bjelica,"$1,669,178",2022
Rodney McGruder,"$1,669,178",2022
Raul Neto,"$1,669,178",2022
Ed Davis,"$1,669,178",2022
Tony Bradley,"$1,669,178",2022
Javonte Green,"$1,669,178",2022
Tony Snell,"$1,669,178",2022
Enes Freedom,"$1,669,178",2022
Frank Kaminsky,"$1,669,178",2022
Tyrell Terry,"$1,517,981",2022
Daniel Oturu,"$1,517,981",2022
Caleb Homesley,"$1,517,981",2022
Robert Woodard II,"$1,517,981",2022
Tre Jones,"$1,517,981",2022
Sam Merrill,"$1,517,981",2022
Paul Reed,"$1,517,981",2022
Jordan Nwora,"$1,517,981",2022
Deividas Sirvydis,"$1,517,981",2022
Jae'Sean Tate,"$1,517,981",2022
Ryan Hollins,"$915,243",2015
Lavoy Allen,"$915,243",2015
Drew Gooden,"$915,243",2015
Ekpe Udoh,"$915,243",2015
Chris Wright,"$915,243",2015
Nazr Mohammed,"$915,243",2015
Diante Garrett,"$915,243",2015
Jae Crowder,"$915,243",2015
Jimmer Fredette,"$915,243",2015
Leandro Barbosa,"$915,243",2015
Jarvis Varnado,"$915,243",2015
Aaron Brooks,"$915,243",2015
Khris Middleton,"$915,243",2015
Shannon Brown,"$915,243",2015
Patrick Beverley,"$915,243",2015
Hedo Turkoglu,"$915,243",2015
Francisco Garcia,"$915,243",2015
Jared Cunningham,"$915,243",2015
Richard Jefferson,"$915,243",2015
Ivan Johnson,"$915,243",2015
Will Barton,"$915,243",2015
Wesley Johnson,"$915,243",2015
Henry Sims,"$915,243",2015
Darius Miller,"$915,243",2015
Sebastian Telfair,"$915,243",2015
Matt Bonner,"$915,243",2015
Greg Stiemsma,"$915,243",2015
Quincy Acy,"$915,243",2015
Ronnie Price,"$915,243",2015
Kyle O'Quinn,"$915,243",2015
Kyrylo Fesenko,"$915,243",2015
Rasual Butler,"$915,243",2015
Kendall Marshall,"$915,243",2015
Wayne Ellington,"$915,243",2015
Glen Davis,"$915,243",2015
Rodney Stuckey,"$915,243",2015
Draymond Green,"$915,243",2015
Alonzo Gee,"$915,243",2015
Doron Lamb,"$915,243",2015
Charlie Villanueva,"$915,243",2015
Alex Poythress,"$1,544,951",2019
Shelvin Mack,"$1,512,601",2019
David Nwaba,"$1,512,601",2019
Quincy Pondexter,"$1,512,601",2019
Georges Niang,"$1,512,601",2019
Derrick Rose,"$1,512,601",2019
Luol Deng,"$1,512,601",2019
Isaiah Canaan,"$1,512,601",2019
Dwyane Wade,"$1,512,601",2019
Gerald Green,"$1,512,601",2019
Jonas Jerebko,"$1,512,601",2019
Zaza Pachulia,"$1,512,601",2019
Christian Wood,"$1,512,601",2019
Devin Harris,"$1,512,601",2019
Derrick Jones Jr.,"$1,512,601",2019
Noah Vonleh,"$1,512,601",2019
Svi Mykhailiuk,"$1,487,694",2019
Dillon Brooks,"$1,378,242",2019
